geo,sex,age_group,year,vintage,pop
Staten Island,male,15-19,2023,v2025,16005
Staten Island,male,15-19,2024,v2025,16052
Staten Island,male,15-19,2025,v2025,15921
Staten Island,male,20-24,2010,v2020,16078
Staten Island,male,20-24,2011,v2020,16209
Staten Island,male,20-24,2012,v2020,16520
Staten Island,male,20-24,2013,v2020,16515
Staten Island,male,20-24,2014,v2020,16401
Staten Island,male,20-24,2015,v2020,15996
Staten Island,male,20-24,2016,v2020,15439
Staten Island,male,20-24,2017,v2020,14913
Staten Island,male,20-24,2018,v2020,14782
Staten Island,male,20-24,2019,v2020,14510
Staten Island,male,20-24,2020,v2020,14340
Staten Island,male,20-24,2020,v2025,16547
Staten Island,male,20-24,2021,v2025,16789
Staten Island,male,20-24,2022,v2025,16423
Staten Island,male,20-24,2023,v2025,16273
Staten Island,male,20-24,2024,v2025,15954
Staten Island,male,20-24,2025,v2025,15292
Staten Island,male,25-29,2010,v2020,15250
Staten Island,male,25-29,2011,v2020,15328
Staten Island,male,25-29,2012,v2020,15438
Staten Island,male,25-29,2013,v2020,15445
Staten Island,male,25-29,2014,v2020,15681
Staten Island,male,25-29,2015,v2020,16127
Staten Island,male,25-29,2016,v2020,16617
Staten Island,male,25-29,2017,v2020,17083
Staten Island,male,25-29,2018,v2020,17092
Staten Island,male,25-29,2019,v2020,17014
Staten Island,male,25-29,2020,v2020,16750
Staten Island,male,25-29,2020,v2025,16248
Staten Island,male,25-29,2021,v2025,16197
Staten Island,male,25-29,2022,v2025,16249
Staten Island,male,25-29,2023,v2025,16416
Staten Island,male,25-29,2024,v2025,16982
Staten Island,male,25-29,2025,v2025,17476
Staten Island,male,30-34,2010,v2020,14527
Staten Island,male,30-34,2011,v2020,14568
Staten Island,male,30-34,2012,v2020,14541
Staten Island,male,30-34,2013,v2020,14410
Staten Island,male,30-34,2014,v2020,14624
Staten Island,male,30-34,2015,v2020,14709
Staten Island,male,30-34,2016,v2020,14718
Staten Island,male,30-34,2017,v2020,15037
Staten Island,male,30-34,2018,v2020,15273
Staten Island,male,30-34,2019,v2020,15675
Staten Island,male,30-34,2020,v2020,15924
Staten Island,male,30-34,2020,v2025,15993
Staten Island,male,30-34,2021,v2025,16172
Staten Island,male,30-34,2022,v2025,16174
Staten Island,male,30-34,2023,v2025,16173
Staten Island,male,30-34,2024,v2025,16047
Staten Island,male,30-34,2025,v2025,16074
