SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,36,003,New York,Allegany County,4,46646,23815,22831,2376,1216,1160,4758,2458,2300,2278,1149,1129,7604,4269,3335,38389,19591,18798,37234,18992,18242,18698,9896,8802,9377,4745,4632,10780,5389,5391,9473,4589,4884,2376,1216,1160,2578,1355,1223,2741,1370,1371,4518,2549,1969,4803,2602,2201,2194,1122,1072,2285,1170,1115,2429,1222,1207,2469,1231,1238,2193,1122,1071,2514,1268,1246,2847,1379,1468,3226,1620,1606,3057,1532,1525,2561,1256,1305,1760,909,851,1097,489,608,998,403,595,38.7,37.0,40.4
050,36,003,New York,Allegany County,5,46694,23849,22845,2381,1232,1149,4716,2455,2261,2258,1118,1140,7783,4393,3390,38470,19623,18847,37339,19044,18295,18807,9950,8857,9334,4712,4622,10567,5267,5300,9655,4672,4983,2381,1232,1149,2590,1354,1236,2694,1374,1320,4574,2554,2020,4899,2684,2215,2144,1089,1055,2332,1204,1128,2395,1217,1178,2463,1202,1261,2278,1160,1118,2418,1222,1196,2704,1290,1414,3167,1595,1572,3055,1532,1523,2600,1280,1320,1801,917,884,1160,524,636,1039,419,620,38.6,36.9,40.5
050,36,003,New York,Allegany County,6,46822,23941,22881,2364,1216,1148,4654,2464,2190,2206,1088,1118,7913,4463,3450,38721,19733,18988,37598,19173,18425,18996,10038,8958,9393,4744,4649,10384,5162,5222,9908,4804,5104,2364,1216,1148,2542,1339,1203,2628,1382,1246,4633,2571,2062,4970,2723,2247,2207,1122,1085,2312,1195,1117,2384,1211,1173,2490,1216,1274,2333,1180,1153,2379,1193,1186,2574,1237,1337,3098,1552,1546,3118,1572,1546,2642,1293,1349,1885,944,941,1224,577,647,1039,418,621,38.8,36.9,40.6
050,36,003,New York,Allegany County,7,46800,23942,22858,2309,1206,1103,4610,2414,2196,2208,1084,1124,7961,4522,3439,38812,19781,19031,37673,19238,18435,18982,10016,8966,9358,4692,4666,10250,5136,5114,10104,4888,5216,2309,1206,1103,2508,1288,1220,2647,1408,1239,4608,2548,2060,5016,2776,2240,2190,1111,1079,2304,1183,1121,2336,1168,1168,2528,1230,1298,2370,1220,1150,2310,1142,1168,2527,1241,1286,3043,1533,1510,3085,1548,1537,2713,1325,1388,2013,999,1014,1239,601,638,1054,415,639,39.0,37.0,40.8
050,36,005,New York,Bronx County,1,1472640,689871,782769,98594,50318,48276,177598,90198,87400,81744,41688,40056,149265,75314,73951,1155770,528508,627262,1114704,507667,607037,624115,299047,325068,413206,192379,220827,360412,162896,197516,191821,77078,114743,98594,50318,48276,96242,48785,47457,101456,51747,49709,105660,53804,51856,105249,52864,52385,111924,53546,58378,109496,51425,58071,99099,45666,53433,92687,41742,50945,87586,39140,48446,94729,43032,51697,95282,43385,51897,82815,37339,45476,64220,28161,36059,49073,20502,28571,33605,13163,20442,22584,8376,14208,22339,6876,15463,35.4,33.2,37.4
050,36,005,New York,Bronx County,2,1461233,684116,777117,97658,49845,47813,176356,89555,86801,81105,41374,39731,148394,74796,73598,1146856,524035,622821,1106114,503342,602772,620527,297431,323096,411021,191510,219511,357700,161386,196314,188999,75650,113349,97658,49845,47813,95705,48524,47181,100644,51280,49364,104222,53087,51135,105284,52834,52450,110818,53109,57709,109195,51332,57863,98490,45392,53098,92518,41677,50841,86728,38717,48011,93762,42550,51212,94749,43033,51716,82461,37086,45375,64046,28051,35995,48645,20223,28422,33129,12860,20269,21999,8048,13951,21180,6468,14712,35.3,33.2,37.4
050,36,005,New York,Bronx County,3,1420980,665427,755553,91649,46766,44883,168544,85544,83000,78140,39916,38224,143354,72544,70810,1121998,513288,608710,1082647,493201,589446,597790,287951,309839,395674,185354,210320,348986,157206,191780,194633,78097,116536,91649,46766,44883,91499,46431,45068,96423,48976,47447,98113,50210,47903,104003,52387,51616,104007,50271,53736,105743,50120,55623,95193,44010,51183,90731,40953,49778,82916,36934,45982,90416,40902,49514,93103,42241,50862,82551,37129,45422,65971,28971,37000,50150,20967,29183,34144,13212,20932,22642,8302,14340,21726,6645,15081,36.0,33.7,38.1
050,36,005,New York,Bronx County,4,1384053,647741,736312,87678,44781,42897,162924,82594,80330,76252,38932,37320,138242,70002,68240,1095658,501178,594480,1057199,481434,575765,574703,277522,297181,379178,178221,200957,339898,152795,187103,199881,80416,119465,87678,44781,42897,88477,44824,43653,93416,47403,46013,94356,48448,45908,101169,50853,50316,98685,47936,50749,101525,48208,53317,91394,42427,48967,87574,39650,47924,81011,35919,45092,86370,38966,47404,90583,41075,49508,81934,36835,45099,67513,29584,37929,50581,21230,29351,35946,14023,21923,23378,8599,14779,22463,6980,15483,36.4,34.0,38.6
050,36,005,New York,Bronx County,5,1380478,645881,734597,87009,44270,42739,160312,81404,78908,75831,38589,37242,138973,70067,68906,1095326,501023,594303,1057326,481618,575708,573030,276879,296151,377243,177914,199329,334440,150146,184294,206670,83491,123179,87009,44270,42739,87358,44176,43182,91971,46919,45052,94336,48449,45887,101451,50516,50935,98547,47758,50789,100996,48251,52745,91136,42396,48740,86564,39509,47055,80436,35585,44851,83324,37428,45896,88493,40037,48456,82187,37096,45091,69013,30339,38674,51948,21926,30022,37426,14785,22641,24577,9040,15537,23706,7401,16305,36.5,34.2,38.6
050,36,005,New York,Bronx County,6,1406052,657767,748285,88696,45200,43496,163288,82639,80649,77783,39687,38096,142387,71823,70564,1115214,510135,605079,1076285,490241,586044,587782,283969,303813,386978,182415,204563,332635,149139,183496,214285,86864,127421,88696,45200,43496,89864,45409,44455,92790,47186,45604,97273,50164,47109,103531,51390,52141,102432,49412,53020,103254,49045,54209,94398,43981,50417,86894,39977,46917,81671,36281,45390,81664,36470,45194,86215,38808,47407,83085,37580,45505,70574,31192,39382,54076,22844,31232,39147,15610,23537,25469,9332,16137,25019,7886,17133,36.3,34.1,38.3
050,36,005,New York,Bronx County,7,1406332,658521,747811,88995,45551,43444,163597,82750,80847,77246,39209,38037,139561,70775,68786,1115240,510662,604578,1076494,491011,585483,584672,283039,301633,386964,182743,204221,328576,147254,181322,221393,90239,131154,88995,45551,43444,89808,45424,44384,92888,47014,45874,96318,49588,46730,101390,50708,50682,104521,50351,54170,101239,48269,52970,95560,44662,50898,85644,39461,46183,82178,36719,45459,79054,35270,43784,84092,37671,46421,83252,37594,45658,71406,31708,39698,56204,23958,32246,41067,16512,24555,26175,9657,16518,26541,8404,18137,36.4,34.2,38.4
050,36,007,New York,Broome County,1,198675,97295,101380,9619,4975,4644,18768,9729,9039,8767,4554,4213,26425,13223,13202,165940,80349,85591,161521,78037,83484,78830,39813,39017,45840,23169,22671,49980,24534,25446,39276,17111,22165,9619,4975,4644,10277,5375,4902,10693,5487,5206,16129,8157,7972,16861,8487,8374,12549,6487,6062,11887,6009,5878,11376,5676,5700,10028,4997,5031,9961,4956,5005,11656,5711,5945,14138,6832,7306,14225,7035,7190,11722,5624,6098,9480,4406,5074,6757,3007,3750,4962,2028,2934,6355,2046,4309,40.0,38.3,41.9
050,36,007,New York,Broome County,2,198145,96989,101156,9539,4908,4631,18710,9698,9012,8766,4552,4214,26569,13247,13322,165551,80144,85407,161130,77831,83299,78892,39779,39113,45738,23101,22637,49539,24304,25235,39284,17179,22105,9539,4908,4631,10261,5360,4901,10630,5459,5171,16105,8163,7942,17049,8515,8534,12375,6388,5987,11873,5999,5874,11389,5674,5715,10101,5040,5061,9821,4892,4929,11603,5694,5909,13954,6731,7223,14161,6987,7174,11784,5665,6119,9556,4448,5108,6740,2994,3746,4923,2022,2901,6281,2050,4231,39.9,38.3,41.7
050,36,007,New York,Broome County,3,198548,96987,101561,9381,4778,4603,18612,9658,8954,8692,4486,4206,28208,14001,14207,166255,80350,85905,161863,78065,83798,80576,40466,40110,45796,23061,22735,48160,23591,24569,39699,17412,22287,9381,4778,4603,10275,5331,4944,10457,5409,5048,16894,8556,8338,17886,8849,9037,11814,6066,5748,12084,6112,5972,11410,5648,5762,10488,5235,5253,9446,4692,4754,11421,5644,5777,13162,6328,6834,14131,6927,7204,12017,5820,6197,9874,4588,5286,6739,2975,3764,4815,2007,2808,6254,2022,4232,39.6,38.0,41.2
050,36,007,New York,Broome County,4,197171,96291,100880,9107,4693,4414,18446,9565,8881,8645,4434,4211,28579,14211,14368,165362,79875,85487,160973,77599,83374,80325,40326,39999,45232,22758,22474,46776,22866,23910,40386,17764,22622,9107,4693,4414,10162,5274,4888,10415,5368,5047,16972,8575,8397,18121,8993,9128,11118,5710,5408,11981,6061,5920,11405,5638,5767,10728,5349,5379,9479,4713,4766,10911,5370,5541,12440,5982,6458,13946,6801,7145,12159,5920,6239,9850,4561,5289,7260,3210,4050,4879,2051,2828,6238,2022,4216,39.7,38.0,41.3
050,36,007,New York,Broome County,5,195934,95721,100213,8857,4564,4293,18168,9420,8748,8595,4418,4177,28766,14453,14313,164654,79561,85093,160314,77319,82995,80051,40196,39855,44810,22421,22389,45581,22298,23283,41157,18147,23010,8857,4564,4293,9974,5168,4806,10314,5348,4966,16985,8574,8411,18256,9201,9055,10652,5409,5243,11869,5974,5895,11401,5631,5770,10888,5407,5481,9668,4806,4862,10410,5142,5268,11789,5687,6102,13714,6663,7051,12363,5998,6365,10015,4700,5315,7385,3239,4146,5056,2136,2920,6338,2074,4264,39.8,38.2,41.5
050,36,007,New York,Broome County,6,195893,95747,100146,8820,4492,4328,17944,9353,8591,8547,4442,4105,29038,14636,14402,164932,79724,85208,160582,77460,83122,80601,40507,40094,45083,22502,22581,44511,21765,22746,41950,18557,23393,8820,4492,4328,9725,5049,4676,10286,5377,4909,17069,8678,8391,18449,9327,9122,10703,5364,5339,11794,5957,5837,11562,5724,5838,11024,5457,5567,9795,4887,4908,9960,4928,5032,11246,5428,5818,13510,6522,6988,12526,6060,6466,10135,4742,5393,7722,3438,4284,5177,2202,2975,6390,2115,4275,39.8,38.2,41.5
050,36,007,New York,Broome County,7,195736,95757,99979,8818,4493,4325,17830,9208,8622,8455,4447,4008,29078,14709,14369,164962,79874,85088,160633,77609,83024,80759,40748,40011,45265,22681,22584,43544,21234,22310,42746,18985,23761,8818,4493,4325,9551,4920,4631,10318,5377,4941,16966,8646,8320,18528,9421,9107,10825,5445,5380,11507,5833,5674,11684,5848,5836,11249,5555,5694,9993,4958,5035,9617,4743,4874,10939,5305,5634,12995,6228,6767,12604,6079,6525,10363,4872,5491,8093,3654,4439,5217,2223,2994,6469,2157,4312,39.9,38.2,41.5
050,36,009,New York,Cattaraugus County,1,77042,38680,38362,4303,2267,2036,8569,4417,4152,3990,2037,1953,6790,3580,3210,62197,30999,31198,60180,29959,30221,26698,13709,12989,16889,8580,8309,20970,10486,10484,15531,7313,8218,4303,2267,2036,4599,2401,2198,4941,2504,2437,5277,2756,2521,4532,2373,2159,4047,2011,2036,4325,2200,2125,4300,2190,2110,4217,2179,2038,4328,2181,2147,4932,2470,2462,5776,2873,2903,5934,2962,2972,5262,2609,2653,4082,2020,2062,2655,1250,1405,1779,813,966,1753,621,1132,42.5,41.4,43.8
050,36,009,New York,Cattaraugus County,2,76977,38650,38327,4326,2271,2055,8553,4407,4146,4003,2048,1955,6780,3570,3210,62119,30961,31158,60095,29924,30171,26635,13663,12972,16839,8552,8287,20852,10440,10412,15624,7362,8262,4326,2271,2055,4612,2407,2205,4928,2507,2421,5259,2743,2516,4537,2368,2169,4008,1999,2009,4305,2187,2118,4301,2182,2119,4225,2184,2041,4293,2167,2126,4905,2468,2437,5730,2849,2881,5924,2956,2968,5286,2621,2665,4130,2039,2091,2654,1260,1394,1779,808,971,1775,634,1141,42.5,41.5,43.7
050,36,009,New York,Cattaraugus County,3,76560,38466,38094,4211,2219,1992,8415,4348,4067,3977,2060,1917,6854,3599,3255,61922,30831,31091,59957,29839,30118,26610,13669,12941,16812,8559,8253,20358,10187,10171,15933,7494,8439,4211,2219,1992,4609,2396,2213,4839,2501,2338,5180,2718,2462,4618,2392,2226,3890,1978,1912,4297,2180,2117,4335,2214,2121,4290,2187,2103,4105,2072,2033,4845,2446,2399,5504,2739,2765,5904,2930,2974,5353,2648,2705,4316,2115,2201,2712,1300,1412,1756,782,974,1796,649,1147,42.6,41.4,43.9
050,36,009,New York,Cattaraugus County,4,76032,38197,37835,4114,2127,1987,8273,4318,3955,3979,2029,1950,6870,3605,3265,61602,30708,30894,59666,29723,29943,26685,13719,12966,16847,8585,8262,19832,9943,9889,16117,7590,8527,4114,2127,1987,4516,2371,2145,4768,2447,2321,5227,2749,2478,4611,2385,2226,3791,1964,1827,4310,2168,2142,4391,2232,2159,4355,2221,2134,3983,2040,1943,4738,2372,2366,5309,2657,2652,5802,2874,2928,5354,2650,2704,4320,2106,2214,2909,1402,1507,1808,785,1023,1726,647,1079,42.6,41.5,43.7
050,36,009,New York,Cattaraugus County,5,75671,37962,37709,4061,2091,1970,8151,4255,3896,3926,1992,1934,6803,3566,3237,61522,30651,30871,59533,29624,29909,26617,13645,12972,16818,8549,8269,19396,9747,9649,16516,7762,8754,4061,2091,1970,4417,2313,2104,4664,2404,2260,5209,2708,2501,4590,2388,2202,3833,1977,1856,4238,2171,2067,4387,2194,2193,4360,2207,2153,3980,2069,1911,4569,2269,2300,5149,2594,2555,5698,2815,2883,5361,2654,2707,4477,2160,2317,3053,1486,1567,1859,802,1057,1766,660,1106,42.8,41.7,43.9
050,36,009,New York,Cattaraugus County,6,75448,37863,37585,3904,2002,1902,8086,4223,3863,3961,1986,1975,6724,3562,3162,61555,30685,30870,59497,29652,29845,26567,13628,12939,16858,8571,8287,18991,9549,9442,16924,7970,8954,3904,2002,1902,4402,2288,2114,4660,2426,2234,5181,2691,2490,4528,2366,2162,4010,2073,1937,4133,2119,2014,4357,2164,2193,4358,2215,2143,4038,2101,1937,4426,2207,2219,4975,2504,2471,5552,2737,2815,5448,2701,2747,4541,2195,2346,3235,1573,1662,1903,820,1083,1797,681,1116,43.0,41.8,44.1
050,36,009,New York,Cattaraugus County,7,75390,37799,37591,3831,1956,1875,7973,4139,3834,3846,1943,1903,6906,3658,3248,61666,30710,30956,59740,29761,29979,26640,13656,12984,16836,8562,8274,18745,9415,9330,17253,8126,9127,3831,1956,1875,4293,2231,2062,4628,2415,2213,5221,2698,2523,4583,2396,2187,4037,2089,1948,4063,2087,1976,4395,2177,2218,4341,2209,2132,4210,2170,2040,4226,2132,2094,4846,2435,2411,5463,2678,2785,5430,2681,2749,4688,2275,2413,3360,1604,1756,1951,877,1074,1824,689,1135,43.1,41.9,44.2
050,36,011,New York,Cayuga County,1,76249,38900,37349,3717,1919,1798,7663,3971,3692,3583,1853,1730,5891,3117,2774,63086,32074,31012,61286,31157,30129,26778,14314,12464,18212,9820,8392,21680,11006,10674,15503,7214,8289,3717,1919,1798,4090,2101,1989,4481,2346,2135,4391,2273,2118,4175,2221,1954,4398,2390,2008,4826,2670,2156,4740,2509,2231,4248,2251,1997,4348,2304,2044,5270,2730,2540,6011,3011,3000,6051,2961,3090,5161,2573,2588,4036,1948,2088,2606,1245,1361,1746,770,976,1954,678,1276,43.8,42.1,45.8
050,36,011,New York,Cayuga County,2,76107,38806,37301,3707,1906,1801,7621,3953,3668,3594,1858,1736,5875,3106,2769,62993,32013,30980,61185,31089,30096,26754,14292,12462,18188,9799,8389,21517,10911,10606,15605,7273,8332,3707,1906,1801,4050,2085,1965,4474,2339,2135,4375,2267,2108,4191,2226,1965,4351,2365,1986,4828,2663,2165,4737,2504,2233,4272,2267,2005,4270,2255,2015,5236,2709,2527,5967,3003,2964,6044,2944,3100,5198,2591,2607,4060,1963,2097,2650,1265,1385,1732,765,967,1965,689,1276,43.8,42.2,45.8
050,36,011,New York,Cayuga County,3,75426,38346,37080,3647,1859,1788,7523,3918,3605,3583,1835,1748,5793,3031,2762,62477,31656,30821,60673,30734,29939,26635,14165,12470,18137,9744,8393,20804,10501,10303,15939,7458,8481,3647,1859,1788,3986,2074,1912,4415,2289,2126,4315,2221,2094,4183,2200,1983,4251,2303,1948,4821,2615,2206,4713,2497,2216,4352,2329,2023,3981,2077,1904,5130,2629,2501,5681,2884,2797,6012,2911,3101,5321,2644,2677,4243,2061,2182,2734,1296,1438,1701,766,935,1940,691,1249,43.8,42.3,45.6
050,36,011,New York,Cayuga County,4,74730,37885,36845,3571,1858,1713,7321,3775,3546,3527,1832,1695,5651,2942,2709,62079,31338,30741,60311,30420,29891,26371,13967,12404,18076,9664,8412,20259,10209,10050,16325,7605,8720,3571,1858,1713,3911,2022,1889,4293,2224,2069,4190,2147,2043,4105,2156,1949,4199,2307,1892,4753,2525,2228,4684,2472,2212,4440,2360,2080,3870,2025,1845,4927,2519,2408,5489,2781,2708,5973,2884,3089,5383,2656,2727,4282,2081,2201,3001,1403,1598,1734,786,948,1925,679,1246,44.1,42.5,46.0
050,36,011,New York,Cayuga County,5,74563,37827,36736,3459,1767,1692,7205,3706,3499,3546,1834,1712,5657,2943,2714,62135,31444,30691,60353,30520,29833,26498,14091,12407,18160,9766,8394,19728,10013,9715,16808,7798,9010,3459,1767,1692,3888,1996,1892,4182,2162,2020,4227,2180,2047,4111,2145,1966,4153,2310,1843,4694,2516,2178,4730,2528,2202,4583,2412,2171,3882,2029,1853,4637,2398,2239,5320,2702,2618,5889,2884,3005,5453,2643,2810,4396,2145,2251,3160,1467,1693,1835,837,998,1964,706,1258,44.1,42.7,45.9
050,36,011,New York,Cayuga County,6,74642,38013,36629,3382,1734,1648,7056,3620,3436,3558,1848,1710,5667,2973,2694,62457,31768,30689,60646,30811,29835,26675,14324,12351,18324,9942,8382,19317,9868,9449,17338,8028,9310,3382,1734,1648,3807,1959,1848,4123,2100,2023,4238,2218,2020,4113,2164,1949,4271,2403,1868,4552,2468,2084,4775,2555,2220,4726,2516,2210,3985,2091,1894,4395,2303,2092,5121,2611,2510,5816,2863,2953,5576,2674,2902,4469,2184,2285,3395,1585,1810,1869,843,1026,2029,742,1287,44.3,42.8,46.1
